#separator:tab
#html:false
kännare	expert
iterativ	Som upprepas eller sker stegvis i flera omgångar.    Upprepad, återkommande, repetitiv, cyklisk, sekventiell, rekursiv, processuell    Utvecklingen följde en iterativ metod där produkten förbättrades i flera steg.
rapsodi	lösryckt musikföljd
därnäst	sedan
isomorf	likformig
flambera	tillaga med eld
blessera	såra
disputation	försvar av doktorsavhandl.
cellulosa	växttråd
hänvisa	referera till
abrupt	plötslig
pikerad	förnärmad
symbios	samlevnad
determinism	att allt är förutbestämt
fylgia	fornnordisk skyddsande
talja	hissande lyftanordning
svale	farstu; yttergång längs husvägg
anfäktelse	själanöd
schibbolet	språks gruppavslöjande
idas	orka med
skräna	skrika
uppvigla	hetsa en folkmassa
knekt	fotsoldat
handlägga	att ha eller ta hand om och utreda. handläggningstid.  ofta inom myndighet eller organisation; att behandla formellt.   Behandla, sköta, administrera, ombesörja (tillse), expediera (betjäna), föredra, besluta          Myndigheten ska handlägga ärendet skyndsamt.
bravera	stoltsera med
ge tappt	ge upp
karenstid	tid utan sjukersättning
celebrerad	firad
rekrytera	anställa
handgrepp	tillvägagångssätt
gom	munhåletak
epilering	hårborttagning
folklig	populär och vanlig
chaussé	huvudväg
tentakel	känselspröt
foglig	medgörlig
päll	himlavalv
fossil	förstenad
doktrin	lära eller norm
vals	cylinder för pressning
pomologi	läran om fruktträdsodling
kult	dyrkan
högrest	storväxt
kapriol	luftsprång
demaskera	avslöja
krank	sjuk
adagio	långsamt musiktempo
krenelerad	försedd med tinnar
tabulatur	notskrift för gitarrer
gnatig	grälsjuk
beredvillig	som gärna hjälper till
skymma	fördunkla
umbärande	lidande
kainsmärke	ondsketecken
vestibulum	ingång
väsenskild	helt olik
gördla	omgiva
vurm	starkt intresse
pretendent	tronkrävare
saxa	ställa i kors
karda	ullredskap
vinna anklang	väcka intresse
anglofil	engelskvän
bistå	hjälpa till
bemyndiga	ge rätt att göra
helioterapi	solljusbehandling
flärd	ytlig prakt
magnitud	storleksgrad
recipiend	person som intas i ordenssällskap
enrollera	inskriva
osökt	naturlig
brink	liten sluttning
långledas	vara uttråkad
amplitud	svängningsvidd e. ljudstyrka
fylkas	församlas
kviga	honkalv
dekorum	anständighet
majuskel	versal
riksha	kärra dragen av person
häckla	redskap för lin; kritisera
beträngd	i knipa
icke förty	trots det
in absurdum	till orimlighet
anspråk	krav
bornera	skumma
filolog	språkforskare
pulsera	brusa
i onåd	ej omtyckt
vehikel	eng: vehicle   Fordon eller transportmedel; i överförd bemärkelse även medel för att uttrycka eller framföra något.    Fordon, transportmedel, vagn, farkost, conveyance, uttrycksmedel, bärare    Romanen fungerade som ett vehikel för författarens politiska idéer.
baktala	tala illa om
barrikadera	spärra
anslå	meddela; bevilja pengar
devot	skenhelig
diskurs	samtal
guttural	hes
grav	allvarlig
epidermis	överhud
romani	zigenarnas språk
dissonant	missljudande
lamell	tunn skiva
drastisk	rakt på sak
inseminera	konstgjord sädplantering
crepe	pannkaka med fyllning
jordbunden	realistisk och fantasilös
teologi	religionsvetenskap
skrupler	samvetsbetänkligheter
göra sig	se bra ut
kutym	sedvana
nationalisera	förstatliga
förmyndare	som ansvarar för någon
berlock	hängsmycke
solidarisk	medmänsklig
ändock	likväl
gillestuga	sällskapsrum i källaren
dela sina gracer	änga tid åt alla
fotnot	kommentar i sidbotten
vidmakthålla	bevara
koncis	kortfattad och exakt
standardisera	införa likhetsnorm
discipel	lärjunge
parlör	fickordbok
oförmedlad	direkt och oväntad
svärma för något	tycka om något
stocka sig	upphöra att flyta
stadfästa	fastställa
vara av börd	tillhöra förnäm släkt
betvingande	överväldigande
solvens	betalningsförmåga
stimulus	retning
kaustik	frätande
grunda sig på	ha som stöd
acklimatisera	vänja sig
godlynt	godhjärtad
pomerans	en citrusfrukt
envig	Strid mellan två personer som uppgörelse, ofta enligt särskilda regler; tvekamp för att avgöra en tvist eller hedersfråga.    Duell, tvekamp, kamp, batalj, holmgång, mankampari, singelstrid    De utmanade varandra på envig för att återställa sin heder.
sejdel	ölmugg
pochera	småkoka
virtuos	skicklig person
fullödig	gedigen och äkta
kryptogam	sporväxt
renässans	pånyttfödelse
odiös	motbjudande
kolorit	en målnings färgton
changemang	förändring
obstruktion	hinder
exemplarisk	föredömlig och utmärkt
förlusta sig	roa sig
ympa	plantera in växtskott
butelj	flaska
krusig	smålockig
deputation	grupp av ombud
stickling	växtdel för nyplantering
postponera	inställa
gladeligen	bekymmerslöst
fanér	tunn träskiva
avlat	syndaförlåtelse
avfalla	överge
svastika	hakkors
rygga	stegra sig
pakt	avtal
inkurant	ej gångbar
given	bestämd
bolma	ryka
överhalning	Kraftig tillrättavisning eller skarp utskällning.    Utskällning, tillrättavisning, uppläxning, utskrap, tillhygge, förmaning, skrapa    Efter misstaget fick han en rejäl överhalning av chefen.
kollokvium	undervisning i samtalsform
attentator	terrorist
perpendikel	normal
betänkande	rapport efter utredning
deciderad	avgjord
vråk	spricka i isen
reputerlig	inneha gott anseende
vindel	böj, krök
häva	lyfta och sänka
sfär	klot; område
svada	lång ström av ord
guano	fågelgödsel
körsnär	pälstillverkare
skuffelse	besvikelse
salvelsefull	känslodrypande
stuteri	hästuppfödning
kooperera	samarbeta
slinka	smyga
dalta	överdrivet pyssla om
behändig	lätthanterlig
politess	belevenhet
uppstyltad	snobbig och tillgjord
repellera	stöta ifrån
dimension	ledd
oftamologi	läran om ögonen
kaskad	störtskur
rättfram	ärlig
imaginär	inbillad
tension	spänning
få rätsida på	Klara ut eller bringa ordning i något som är rörigt eller svårt att förstå.  Lösa, reda ut, förstå, bringa ordning, överblicka, systematisera, strukturera  Hon försökte få rätsida på alla papper som låg utspridda över skrivbordet.
hangar	flygplanshall
sentera	uppskatta
reguljär	regelbunden, ordinär
konklusion	slutsats
impedans	resistans hos växelström
frottera sig med	umgås med
lyhörd	uppmärksam; bullrig
tilltagsen	driftig; framfusig
defekt	brist
diabolisk	djävulsk
vämjelig	äcklig
plastik	bildhuggarkonst
i elfte timmen	i sista stund
a la carte	på fasta menyen
longör	långrandigt
instundande	nästa
chauvinism	attityd av överlägsenhet
relief	utstickande bild
dynasti	härskarätt
oskrymtad	uppriktig
gäckas	retas
retardera	fördröja
sörja	ta hand om
knappologi	system av struntsaker
nasa	försälja
brallis	tjej
bjäbb	käbbel
antropologi	läran om människosläktet
analgesi	sänkt smärtuppfattning
instans	avdelning i rättsväsendet
futhark	runalfabet
understå sig	fräckt våga
grundbult	viktig del
muntration	underhållning
ferie	ledighet eller lov
reslig	lång
fingervisning	antydan
sakristia	ombytesrum för präst
ultimatum	oeftergivligt krav
grundlig	noggrann
karabinjär	polis
efterhängsen	påträngande
gåpåaraktig	framfusig
ornitolog	fågelskådare
vara i faggorna	vara nära förestående
karantän	isolering
bilägga	lösa fredligt
dermatolog	hudläkare
suspekt	skum och misstänkt
nocturne	musikaliskt nattstycke
statur	kroppsbyggnad
smäda	skymfa
chanson	sång
molar	kindtand
översiggiven	förtvivlad
rosslig	hes
trivial	alldaglig, utnött
protes	konstgjord kroppsdel
rättfärdig	god och syndfri
kammarspel	kort pjäs
frappera	slå med förvåning
komma på pränt	skrivas ner
egg	vass kant
boudoir	salong
konglomerat	hotgyttring; koncern
likgiltigt	egalt
retuschera	försköna en bild
frisera	försköna sanningen
renommé	rykte
slejf	rem på klädesplagg
i stadens hank och stör	inom stadens gränserna
tadel	klander
distinktion	åtskillnad
institutionalisera	regelfästa
rikoschett	projektils studsning
kavalleri	armé till häst
äska	begära att få
asteni	kraftlöshet
välva	planera
jämmerlig	eländig
kavitet	hålighet
psykedelisk	sinnesvidgande
judiciell	rättslig
kollaborera	samarbeta med fienden
strak	stel
leja	hyra
antediluviansk	uråldrig
berått	avsiktligt
främja	gynna
emalj	glas- eller tandskikt
hoppa över skaklarna	göra något opassande
blödig	känslig   Känslig, vek (klen - vek sig), mjäkig (mesig), överkänslig, sentimental, ömfjällig (lättstött), ömsint (känslosam)    Han kallades blödig eftersom han inte tålde att se blod.
lappkast	plötsligt åsiktsbyte
homograf	ord med samma stavning
pladask	huvudstupa
rabiat	ursinnig
mammon	pengar
stationär	ej flyttbar
konservator	restaurerare
guinea	typ av guldmynt
oligarki	fåmannavälde
stass	festkläder
tvinna	snurra ihop trådar
piazza	torg
upplag	förråd
anbud	prisförslag
underfundig	listig; dubbelbottnad;
internering	frihetsberövande
bemänga	blanda
dossier	samling handlingar
skavank	mindre fel
delta	flodmynning
duplikat	kopia
splendid	överdådig
tjänlig	lämplig att använda
zooma	förändra brännvidden
nåtla	sy ihop
undfly	undvika
antropofag	kannibal
statisk	oföränderlig¨
bautasten	minnesmärke
clou	höjdpunkt
grafologi	läran om handstilen
stansa	slå hål i
ferrit	järntyp
tusenkonstnär	person med flera talanger
suggestiv	hypnotiskt påverkande
merit	förtjänst, t.ex vid jobbsök.
hajk	längre scoutfärd
sinnrik	fyndig
plätera	överdra med metall
besudla	vanära
täcka	skyla
terrakotta	lerkeramik
avtrubbad	bedövad och förslöad
synnerlig	speciell
sifon	sprutflaska
kalejdoskop	mönsterkikande leksak
fjolla	toka
lillgammal	överdrivet mogen
härförleden	nyligen
överflygla	överträffa någon
konsternera	förvirra
vederlag	ersättning
läppja	smaka på
konfirmation	bekräftelse
påkalla	kräva
krabb	med korta och höga vågor
motto	valspråk
uppdaga	upptäcka
eskalation	upptrappning
serpentin	något ringlande
hebré	israelit
lisös	bäddjacka
behäftad med	som lider av
nämnd	formell grupp
litania	kyrkobön
glop	slyngel
pur	ren och oblandad
ta anstöt	bli kränkt
solochvårare	äktenskapsbedragare
enlevera	bortföra
furu	trätyp
barrikad	hinderbygge
omaka	som ej passar ihop
sticka av mot	vara mycket annorlunda
oavhängig	oberoende
ataxi	fel i muskelkoordinationen
autokrati	envälde
jargong	språk typisk för grupp
ha gröna fingrar	duktig på trädgårdarbete
sabbat	vilodag
fjädra sig	göra sig till
omständlig	utförlig; invecklad
deklarera	tala för
nabo	granne
pulpet	möbel att luta bok på
sublimera	förandliga; göra till gasform
ibidem	på anfört ställe
carte blanche	oinskränkt fullmakt
förnöjsam	anspråkslös
utagerad	avklarad
vara införstådd med	gå med på
okulär	via synen
denaturalisera	beröva medborgarrätt
in infinitum	i evighet
involvera	innefatta
fallbila	giljotin
membran	tunn hinna
zodiak	djurkretsens  stjärnbilder55
tertial	ett tredjedels år
de novo	på nytt
sekvestrera	beslagta
desertör	rymling
lombardera	hyra ut
hyperbol	språklig överdrift
däxel	yxa
primär	i första hand
aber	oväntat hinder
illusion	inbillning
utpräglad	typisk
försumma	inte ge uppmärksamhet
oration	högtidstal
bindel	linda
oskära	befläcka
kvalmig	varm och fuktig
inskrida	ingripa
matiné	föreställning på dagen
vidskeplig	skrockfull
vädra	misstänka
exsickat	klassificerade pressade växter
buskis	pjäs med fåniga skämt
stundligen	alltid
härsken	om gammal mat
gigolo	manlig dansör, prostituerad
trilsk	trotsig och envis
sly	buskage av unga plantor
postskriptum	tillägg
pekpinne	irriterande förklaring
talg	ett slags fett
nonchalera	strunta i
förutvarande	före detta
vän	fager
dysenteri	rödsot
utarmad	pank
ömsom	växelvis
makaber	hemsk
i tid och otid	hela tiden
intim	privat och förtrolig
sickla	dregla
farin	råsocker
humifiera	förvandla till mull
föreläggande	skyldighet
melodram	sentimentalt teaterstycke
seeda	rangordna
obstretik	förlossningskonst
stetoskop	hjärtlyssnarinstrument
kartig	omogen
nekros	vävnadsdöd
nubb	spik
greve	högadel
insufficient	otillräcklig
bylte	knyte
befaren	som rest mycket
fragil	ömtålig
bebådelse	förebud
refusera	avvisa, t.ex en bok
åmig	tillgjord
spaljé	ställning för klätterväxt
osteoporos	benskörhet
förställa sig	göra sig till
gluten	protein i mjöl
välsituerad	förmögen
frodig	yppig
erinring	påminnelse
akromatisk	färglös
modulera	variera radiovågor
skäkta	rensa lin
angöra	ankomma med båt
malign	elakartad
kofferdist	handelsfartyg
budget	ekonomisk kalkyl
perceptiv	uppmärksam
fiken	lysten
obstipation	förstoppning
ringhet	obetydlighet
gräsrötter	vanliga medborgare
stenografi	snabbskrift
provisorisk	tillfällig
ad notam	lägga på minnet
fästa avseende vid	lägga vikt på
boksynt	kunnig och bildad
rendezvous	avtalat möte
anlete	ansikte
avsättning	säljmöjlighet
relegera	avstänga från skola
konfektion	fabrikssydda kläder
abderitisk	dum och enfaldig
väderbiten	härdad
gumse	fårhanne
malström	strömvirvel
anfang	utsmyckad begynnelsebokstav
pannå	träskriva för målning; dörrfält
tjuga	högaffel
astenisk	kraftlös
entusiasmera	göra intresserad
telepati	tankeöverföring
baldakin	takhimmel
trafikabel	farbar
vandel	levnadssätt
mångfasetterad	mångsidig
grumlig	oklar
altruistisk	kärleksfullt osjälvisk
basa	vara chef
espri	kvicktänkthet
stationera	förlägga
fägnas	glädjas
bronkit	luftrörsinflammation
via	genom
hallstämpel	kännemärke
delikt	brottslig handling
surrogat	sämre ersättning
beskaffenhet	sätt att vara; natur
faryngal	som avser svalget
nipprig	tokig
fäbod	säterstuga
utkomst	uppehälle, försörjning
deformation	vanställning
reflektera	återkasta
insulär	som är typisk för en ö
kommod	skåp med tvättfat
medelst	genom
bevista	närvara vid
inpyrd	genomdränkt
anemisk	blodfattig
stötvis	då och då
autopsi	obduktion
bålverk	försvarsverk
enahanda	enformig
misströsta	se mörkt på
proselyt	nyvunnen anhängare
omstörtande	revolutionär
applikation	praktisk användning
census	folkräkning
barbarisk	ociviliserad
överlägga	diskutera
grums	bottensats
kortsynt	oförutseende
kreation	modeskapelse
antecedentia	meritlista
läckergom	finsmakare
diametral	rakt motsatt
diskrepans	skillnad
bidé	tvättfat för underlivet
erotisk	sinnlig
bettlare	tiggare
trivsam	trevlig
avslå	säga nej till
ektomi	medicinsk bortskärning
patina	beläggning, t.ex på koppar
honnett	hederlig
ondgöra	bli förargad
vrensk	motsträvig
fjär	stolt och högdragen
nidsk	snål
praxis	allmännt bruk
getto	isolerat bostadsområde
kursiv	om lutande text
defilera	marschera förbi
moaré	ett slags tygmönstereffekt
alltjämt	fortfarande
toga	svepande dräkt
promulgera	utfärda lag
bjärt	färggrann
köpa grisen i säcken	köpa utan att granska
sinus	hålrum i kroppen
brysk	tvär
akribi	vetenskaplig noggranhet
opinion	allmänn mening
fistel	onormal kanal i kroppen
ratificera	godkänna ett avtal
inuit	eskimå
cyklop	enögd sagojätte
kitt	tätningsmassa
diligens	postvagn
sedesam	anständig
illuminera	upplysa
in natura	annan betalning än pengar
bemärkt	känd och framstående
fingerad	låtsad
kretong	tryckt bomullsväv
åthutning	kraftig tillrättavisning
epifyt	levnadssätt för växt
dressör	djurtämjare
truism	självklart påstående
autograf	signatur
anatema	bannlysning
dummy	imiterat föremål
cancerogen	onkogen
kut	sälunge
oefterrättlig	oförbätterlig
alstring	handlingen eller processen att frambringa, skapa eller producera något; kan användas om både fysiska och abstrakta fenomen.    Skapande, frambringande, produktion, generering, generativitet, uppkomst, emanation    Maskinen möjliggör alstring av elektricitet.    Diktens alstring tog form ur hans inre oro.
eklatera	offentliggöra förlovning
kura	huka
resonera	samtala om
drömslott	ouppnåelig fantasi
satisfaktion	gottgörelse
supponera	anta
spe	hån
intonation	tonfall; röstmelodi vid tal
infria	förverkliga
slana	smal pinne
kärkommen	välkommen
borga	garantera
paulun	himmelssäng
stursk	fräck och uppstudsig
fåmäld	tystlåten
harangera	hålla hyllningstal
tillsyn	övervakning
manikyr	handvård
emboli	blodpropp
lastbar	syndig och omoralisk
beväring	värnpliktig soldat
mellanhavande	tvist
jungman	skeppsgosse
mantra	upprepat meditationsord
beriden	till häst
in manu	personligen till handa
yttring	uttryck
stuckatur	gipsdekorationer
bundsförvant	samarbetspartner
patriarkat	fadersvälde
missanpassad	ouppfostrad
anlöpa	inkomma till hamns
misskundsam	barmhärtig
cedilj	hake under bokstaven c
dekis	Dåligt tillstånd; vara på obestånd eller i nedgång.  Efter konkursen var företaget helt i dekis.  Nedgång, förfall, misär
smolk	smutskorn
stå sig slätt	klara sig dåligt
backig	kullig
in spe	blivande
kannstöperi	okunnigt politiskt småprat
anskri	rop
handha	sköta
glupsk	lysten
melodisk	välljudande
gask	studentfest
förtrytelse	missnöje
pretiosa	prydnadssak
vendetta	blodshämnd, arvsfejd
krypto	hemlig
spjäll	reglerande lucka
koryfé	pamp
rauk	strandpelare
ingivelse	plötslig idé
företal	inledning
fördragsam	tålmodig
arkeolog	fornforskare
strandsatt	lämnad i sticket
idealisk	perfekt
laminat	sammanpressade skikt
generalisera	se allmännt mönster
socken	äldre landsindelning
ljuster	gaffellikt fiskeredskap
harnesk	bröstpansar
lymfa	vävnadsvätska
kalkera	rita av
valeriana	nervlugnande läkeväxt
boricka	åsna
oförarglig	harmlös
singulär	ensam i sitt slag
zootomi	djuranatomi
falsett	högt tonläge
probabilitet	sannolikhet
munväder	tomt prat   Prat utan egentligt innehåll; tomt prat.    Prat, snack, svammel, tomprat, pladder, struntprat, ordklyveri    Diskussionen visade sig mest vara munväder utan några riktiga beslut.
ax	sädesax
kandidera	försöka bli vald
debacle	sammanbrott, misslyckande
institut	inrättning
jalu	svartsjuk
ovidkommande	irrelevant
obeständig	flyktig
truga	envist försöka övertala
kollationera	jämföra
mutation	förändring av arvsanlagen
varp	längsgående vävtrådar
korruption	maktmissbruk
offert	anbud; kostnadsförslag
renhårig	ärlig och rättvis
empirisk	baserad på erfarenheter
evinnerlig	evig
obetingad	förbehållslös
simultan	samtidig
reda pengar	kontanta pengar
pult	upphöjd ståplats
allitteration	begynnelserim
excerpt	utdrag ur skrift
hätta	enkel spetsig huvudbonad
trakta	längta
ävenså	likaså
överläggning	diskussion
inmänga	blanda in
celebrera	fira
oväldig	opartisk
konklav	Slutet möte för beslutsfattande, särskilt kardinalernas möte för att välja ny påve.    Möte, sammankomst, rådslag, konsistorium, kyrkomöte, slutet sammanträde, elektorsförsamling    Kardinalerna samlades i konklav för att utse en ny påve.
halvpension	hotellerbjudande
absolutism	helnykterhet; envälde
prestanda	kapacitet
gastkramning	skräckfylld spänning
irrigation	konstbevattning
principal	chef
åmning	markering på fartygsskrov
efterkomma	lyda
gå i stå	köra fast   Upphöra att fungera eller helt stanna av.    Stanna, avstanna, stoppa, fastna, avbrytas, haverera, kollapsa    Förhandlingarna gick i stå när parterna inte kunde enas.
varseblivning	sinnesuppfattning
ipso jure	med rätta
ranson	portion
krås	puffkrage
krum	böjd och krokig
harm	ilska
jade	grön smyckesten
orogenes	bergskedjebildning. geologisk process         Himalaya är resultatet av en pågående orogenes när den indiska plattan pressas mot den eurasiska.
tuktig	sedlig
frikadell	kokt köttbulle
förtappad	fördömd
notabel	anmärkningsvärd
ekipage	fint åkdon
tabelras	fullständig förödelse
stinn	välfylld
patos	lidelse
kätte	djurbås
sponta	hopfoga
motspänstig	motsträvig
yrka	kräva
blåställ	arbetskläder
lomma	gå långsamt
kväde	högtidlig dikt
klassifikation	sortering
konvergent	sammanlöpande
suggerera	intala
likare	normalmått för jämförelse
paginera	sidnumrera
abundant	ymnig - Förekommande i stor mängd; riklig eller överflödande.   Riklig, ymnig, överflödande, omfattande, väldig, frodig (växtrik), opulent (rik)   abundant (eng)         Skogen var abundant med bär under sensommaren.        Det föll en ymnig snö över staden hela natten.
etyd	övningsstycke i musik
distorsion	förvrängning
frontong	prydnadsgavel
vålm	liten höstack
degeneration	urartning
ävlan	ivrig strävan
frondera	opponera
allenarådande	enväldig
lumpor	trasor
meriterad	med bra kompetens
ävlas	eftersträva
brokad	sidentyg med guldtråd
entlediga	avskeda
implodera	sprängas inåt
subtil	knappt märkbar
extravagant	överdådig och lyxig
globetrotter	jordenruntresenär
som en skottspole	snabbt hit och dit
varieté	Underhållning med sång, dans, akrobatik, komik, ofta framförd på teater eller cirkusscen.   Show, revy, kabaré, scenföreställning, nöjesspektakel, underhållningsnummer, varietéföreställning
flakong	parfymflaska
koloratur	sångutsmyckning
koreograf	danskompositör
tåga	uthållighet
nihilism	förnekande av normer
hövas	anstå
sejour	vistelse
deklassera	nedsätta socialt
fotogenisk	som blir bra på bild
vara tillstädes	finnas närvarande
eklog	herdedikt
homogen	enhetlig
hälare	tjuvgodsköpare
måndagsexemplar	dålig vara
tillstyrka	tillråda
bagatellisera	förringa
kurator	psykosocial terapeut
mangold	en spenatgrönsak
flark	kärrfördjupning
gondol	långsmal kanalbåt
katamaran	tvådelad båt
annullera	upphäva
begå mened	vittna falskt
epitet	namntillägg
alias	annat namn
gourmet	finsmakare
beledsaga	åtfölja
kapellmästare	ledare för musikkår
recession	tillbakagång
consommé	klar buljong
töcken	dimma, dis
karcinogen	cancerframkallande
ackordera	köpslå
origo	nollskärningspunkt
brasseri	enkelt matställe
skurril	plump
koncept	manuscript; idé
tjusig	behagfull
krackelera	spricka
gerilla	motståndsrörelse
teknikalitet	detalj; formalitet
supera	äta kvällsmat
flagellant	självplågare
kommissionär	ombud
preciös	tillgjord, konstlad
eskalera	stegvis öka
bondsk	lantlig
tålig	motståndskraftig
bulbus	knöl
dialys	reningsteknik, tex av blod
kristyr	sockerglasyr
transversal	tvärgående
avvika	skilja sig
postmodernism	ny fas efter det moderna
inkrustera	förse med inläggningar
drittel	tunna
kräslig	vacker
tillryggalägga	avverka en sträcka
undfå	mottaga
jokk	fjällbäck
avkastning	vinst; skörd
modist	hattsömmerska
vidsynt	klok och förstående
broiler	snabbuppfödd kyckling
agentur	företrädare åt företag
konvulsion	krampanfall
struma	sjukdom i sköldkörtlen
förmäten	övermodig; anspråksfull
nitid	prydlig
fog	bra skäl
åthävor	överdrivna gester
kondensera	övergå i vätskeform
utläggning	redogörelse
sömndrucken	nyvaken
robust	kraftig och stadig
betagande	förtjusande
oantastlig	felfri, perfekt
ity att	eftersom
utgjuta sig	tala vitt å brett
profetera	sprida religiösa åsikter
domicil	hemort
besjälad	inspirerad
aktualisera	göra aktuell
diminutiv	förminskningsord
plottrig	rörig
eutrof	näringsrik
arkebusera	avrätta med gevär
dyslexi	läs- och skrivsvårigheter
beaktansvärd	tänkvärd
memoarer	nedtecknade levn.minnen
surrealistisk	overkligt konstig
sträva	arbeta
raster	rutmönster, t.ex i trycksak
gendriva	motbevisa
vandal	våldsam förstörare
postisch	lösfläta
omfång	storlek och omfattning
benign	godartad
repressiv	undertryckande
alkemi	försök att skapa guld
eufemism	förskönande omskrivning
impediment	värdelös mark
fotocell	ljuscell
odör	lukt
ranglig	ostadig
glossarium	ordförteckning
klenod	något värdefullt
expropriera	tvångsinköpa egendom
spinal	har att göra med ryggrad
bikta	bekänna sina synder
klåfingrig	som petar på allt
skolios	snedhet hos rygg
filharmoniker	orkestermusiker
kuperad	backig
apologi	försvarstal
försynt	hänsynsfull, blygsam
sekretess	tystnadsplikt
adonis	vacker yngling
drive	försäljningskampanj
pascha	uppassad person
lapidarstil	stenstil
meander	flodslinga
bokstavstrogen	ordagrann
damejeanne	stor korgflaska
lagra	skikta
camembert	vitmögelost
selektiv	utväljande
astigmatism	brytningsfel, t.ex i ögat
manipulera	påverka
snusmumrik	snusgubbe
gisslare	självplågare
verv	livfullhet
genetik	ärftlighetslära
hithörande	tillämplig
grensle	med ett ben på vardera sidan
konstgrepp	skickligt knep
ta reson	bli förnuftig
kompanjon	företagspartner
småskuren	trångsynt
anekdot	kort roande historia
medla	förhandla mellan parter
machiavellisk	samvetslös
motvalls	som går mot strömmen
brushuvud	hetsporre
avbalkning	bås
argot	slang
balk	grundbjälke
förkommen	borttappad
rättmätig	befogad
tajga	stort barrskogsområde
portiär	dörrförhänge
moarera	göra brokig
mortalitet	dödlighet
nutrition	näringslära
slabbig	smutsig
docka	hamnbassäng
kondens	fukt
sufflör	replikviskare
redning	grund till sås
drivbänk	liten inglasad odling
sampel	stickprov
hårdra	tolka alltför bokstavligt
graverande	besvärande
skildra	beskriva
rya	mattmaterial; skrika och väsnas
fribyteri	sjörövare
kantele	ett instrument
tinnitus	öronsus
tillfyllest	tillräcklig
ritsa	göra repor
kolumnist	Person som regelbundet skriver kolumner i en tidning eller tidskrift.    Columnist    Skribent, journalist, kåsör, krönikör, tidningsskribent, spaltist, artikelförfattare    Tidningens kolumnist skrev en skarp text om aktuella politiska frågor.
kolli	ett stycke fraktgods
graciös	behagfull
vermillon	röd färg
slagfärdig	kvick och fyndig
siesta	middagsvila
biennal	evenemang vartannat år
skiljaktig	avvikande
eminent	framstående
in suspenso	oavslutat
exklusiv	förnämt avskild
slingerbult	undanflykt
ihållande	oavbruten
justera	godkänna protokoll
limes	gräns
byk	tvätt
endossat	överlåtelse på person
deliciös	utsökt
tillbud	mindre olycka
luxös	dyrbar
magistral	mästerlig
eutanasi	dödshjälp
mamelucker	knälånga underkläder
belamra	fylla med skräp, överhopa
kurant	frisk; gångbar; lättsåld
holmgång	hård kamp
knaper	torftig
triage	sortering av patienter
bräcklig	skör
förrätta	Utföra eller verkställa något, ofta en ceremoni eller officiell handling.    Utföra, verkställa, genomföra, administrera, expediera, celebrera, officiera    Prästen fick förrätta vigseln i den lilla kyrkan på landet.   Vigselförrättare utför vigselceremonin
proposition	regeringsförslag
tjäle	frusen mark
bärsärk	ursinnig kämpe
cerat	läppsalva
beting	betald arbetsuppgift
okynnig	busig
immunitet	skydd
stick i stäv	tvärt emot
konkubin	älskarinna
infektiös	smittsam
blemma	liten blåsa
gagn	nytta
förebrå	klandra
märglös	kraftlös
vite	böter
avtrubba	förslappa
gunstig	gynnsam
fosgen	giftgas
enväldig	ensam härskande
veritabel	sann och verklig
inkunabel	gammal bok
oumbärlig	nödvändig
alligator	krokodil
angränsande	närliggande
definition	begreppsförklaring
karg	kal och ofruktsam
penetrera	tränga igenom
ömklig	ynklig
insinuera	antyda
betänklig	oroande
abstraktion	tankeskapelse
bedagad	Något eller någon som har passerat sin bästa tid; lite sliten, åldrad eller förlorat sin fräschör. Används ofta om personer (särskilt kvinnor) eller saker som en gång var praktfulla men nu framstår som åldrade.    Åldrad, sliten, vissen (som en växt), passé, antikverad (föråldrad), överårig (för gammal), föråldrad    Hon kallades en bedagad skönhet, ännu elegant men inte längre ung.
impromptu	improviserat musikstycke
ravaillac	festprisse
besticka	muta
altare	offerbord
förlikas	komma överens
egal	likgiltig
bekomma	beröra och påverka
anno	föråldrad
nickedocka	lydig person
ekipering	klädaffär
förutan	utan
ambivalens	motstridiga känslor
språkförbistring	kommunikationsproblem
misshaglig	illa omtyckt
pjoskig	klemande
demimond	glädjeflicka
sakrament	dop
polyglott	mångspråkig
bravad	bedrift
epos	längre berättande dikt
förveten	nyfiken
dekrepitus	ålderdomssvag
azur	himmelsblå
däri	i det avseendet
approbabel	godtagbar
sonor	klangfull
snörvla	snora
galla	vrede
svara för	ansvara
kadaver	dött djur
fetischism	dyrkan av föremål
probat	beprövad
kulminera	nå sin höjdpunkt
nådatid	anstånd
kapuschong	huva
legato	mjuka tonövergångar
drabant	måne
irreell	overklig
bulk	lasts vikt-volymförhållande
euforisk	upprymd
affektionsvärde	saks känslomässiga värde
anmoda	uppmana
misantrop	människohatare
trad	handelsrutt
drapa	hyllningsdikt
kalfaktor	officersuppassare
hötorgskonst	billig konst
fnöske	lättantändligt svampmaterial
oförvägen	orädd
diet	kosthållning
bettla	tigga
intendent	föreståndare
lyte	kroppsligt handikapp
inversion	Omkastning av något till motsatt ordning; inom grammatik särskilt om ordföljd där verbet placeras före subjektet.    Inversion (eng)    Omkastning, omvändning, bakvändning, omvänd ordföljd, kontrastställning, transposition (förflyttning), vändning         I satsen ”Aldrig har jag sett något liknande” används inversion.
illudera	ge sken av
predikament	besvärlig situation
simmig	trögflytande
esplanad	aveny
reglementarisk	stadgeenlig
ortopedi	hållningslära
agnat	släkting på manssidan
fiction	skönlitteratur
nebulös	dimmig
illistig	lömsk
glosögd	med utstående ögon
